,road,LRPName,type,name,condition,length,chainage,lat,lon,Proportion truck
268,N1,LRP232a,Box Culvert,PAKKA MATA BOX CULVERT,A,3.0,230.13,22.38524588272,91.76250565776,0.2025130890052356
269,N1,LRP233a,Box Culvert,GLAXO BOX CULVERT,A,8.3,230.921,22.3797011826666,91.7670476533333,0.2025130890052356
270,N1,LRP234a,Box Culvert,CORNAIL HAT BOX CULVERT,A,3.0,231.966,22.3696841276595,91.7739258709219,0.2025130890052356
271,N1,LRP236a,Box Culvert,BOALIA BOX CULVERT,C,4.65,242.016,22.3599057425992,91.8522694918171,0.2025130890052356
272,N1,LRP238a,RCC Girder Bridge,Bakulia Bridge,A,15.8,242.898,22.3522674714754,91.852622049836,0.2025130890052356
274,N1,LRP239a,RCC Girder Bridge,HAFAS BAGAR BRIDGE,B,38.4,244.367,22.3395393508599,91.8533871579852,0.2025130890052356
276,N1,LRP240a,RCC Girder Bridge,RAZAKATI BRIDGE,B,39.4,244.856,22.3357673216494,91.8538536927835,0.2025130890052356
278,N1,LRP240c,RCC Girder Bridge,RAJAKHALI RCC GIDER BRIDGE,A,48.5,244.975,22.3349153368556,91.8533979043814,0.2025130890052356
280,N1,LRP241a,PC Box,Sha Amanot Bridge,A,954.5,246.02,22.3266451369152,91.852759390139,0.2025130890052356
282,N1,LRP242b,PC Girder Bridge,Shikalbaha Bridge,A,17.3,247.637,22.3129265129032,91.856181916129,0.2025130890052356
284,N1,LRP243b,Box Culvert,SHIKALBAHA,C,15.2,248.499,22.306457756,91.860449028,0.2025130890052356
285,N1,LRP244a,Box Culvert,SOUTH MITTACHORI,A,3.0,249.04,22.3026235524271,91.8635646970873,0.2025130890052356
286,N1,LRP244b,Box Culvert,SHIKALBAHA BOX CULVERT,B,5.7,249.348,22.3002851293515,91.8652980307167,0.2025130890052356
287,N1,LRP244c,Box Culvert,KADUMTOLI CULVERT,A,3.0,249.674,22.2975350260563,91.866363031514,0.2025130890052356
288,N1,LRP245a,Slab Culvert,ISLAMPUR CULVERT,A,1.5,250.215,22.2932366309133,91.8684360651053,0.2025130890052356
289,N1,LRP245b,Box Culvert,NOLBILA CULVERT,A,3.0,250.519,22.2916421411764,91.8702911411764,0.2025130890052356
290,N1,LRP246a,Box Culvert,SHIKALBAHA MORE,A,3.0,250.841,22.2926079302013,91.8730201176733,0.2025130890052356
291,N1,LRP246b,Box Culvert,SHIKALBAHA BOX CULVERT,A,3.0,251.281,22.2944653526717,91.876717971374,0.2025130890052356
292,N1,LRP247a,PC Girder Bridge,Sikolbaha Bridge-1,A,116.13,251.538,22.2962698699619,91.8807528022813,0.2025130890052356
294,N1,LRP248a,Box Culvert,SHANTERHAT CULVERT,B,3.0,252.506,22.2988369230769,91.8873512822898,0.2025130890052356
295,N1,LRP249a,Box Culvert,SHANTERHAT BOX CULVERT,B,3.1,253.777,22.3021025781938,91.8992582823788,0.2025130890052356
296,N1,LRP250a,Box Culvert,KUSUMPUR BOX CULVERT,A,3.0,254.333,22.3035365502293,91.9044227217889,0.2025130890052356
297,N1,LRP251a,Box Culvert,tassi bazer(R),A,3.0,255.505,22.3083189877358,91.9142153009434,0.2025130890052356
299,N1,LRP252a,Box Culvert,MONSHA CULVERT,A,3.0,256.378,22.3137546831094,91.9203176378118,0.18803756796836382
300,N1,LRP252c,Box Culvert,UTTOR SONAPUR,A,3.0,256.89,22.3157468089473,91.9243524131578,0.18803756796836382
301,N1,LRP253a,Steel Beam & RCC Slab,Pirol,A,5.3,257.94,22.3137565607999,91.9339832312,0.18803756796836382
302,N1,LRP255a,Box Culvert,UZIRPUR HIGH SCHOOL,A,3.0,259.795,22.3084394099236,91.9483886979643,0.18803756796836382
303,N1,LRP257a,RCC Girder Bridge,Patiya Bridge,B,50.3,262.116,22.3006016043999,91.9658457726,0.18803756796836382
305,N1,LRP260a,Box Culvert,PALYA BUS STATION,A,12.4,264.369,22.2911451997412,91.9833668252263,0.1407662215027654
306,N1,LRP261a,PC Girder Bridge,Srimi Bridge,B,61.0,265.483,22.2859320161666,91.992309198,0.1407662215027654
308,N1,LRP262a,Box Culvert,KOMOLMUNSHE HAT BOX CULVERT,B,14.0,266.424,22.2811424692972,91.9995571696216,0.1407662215027654
309,N1,LRP263b,Box Culvert,KHORNA CULVERT,A,3.0,267.818,22.2710895749999,92.00559725,0.1407662215027654
310,N1,LRP264a,RCC Girder Bridge,Korna Bridge,B,15.2,268.954,22.2611613745967,92.0073035838709,0.1407662215027654
312,N1,LRP264c,Box Culvert,AJIMPUR CUL,C,9.8,269.199,22.2590515857142,92.0081111238095,0.1407662215027654
313,N1,LRP265a,Box Culvert,MOJAFFARABAD,A,9.2,269.721,22.2549374824626,92.0103021287313,0.1407662215027654
314,N1,LRP265b,Box Culvert,MOJAFFORABAD BOX CULVERT,A,6.0,269.99,22.2531199613981,92.0119718729483,0.1407662215027654
315,N1,LRP267a,Box Culvert,MOJAFFORABAD,A,9.4,270.642,22.2487130149162,92.0158341025875,0.1407662215027654
316,N1,LRP268a,Box Culvert,ROWSONAT CUL,A,14.0,271.89,22.24038615762,92.0217918336116,0.1407662215027654
317,N1,LRP268b,Box Culvert,KANCHANAGAR CUL,A,14.0,272.356,22.2366345532374,92.0232647489208,0.1407662215027654
318,N1,LRP269a,Steel Beam & RCC Slab,Kanchon Nagar Bridge,B,12.7,273.008,22.2314978226851,92.0249656611111,0.1407662215027654
320,N1,LRP269c,Box Culvert,NORTH JOARA PAKKAR DOKAN,B,9.4,273.443,22.2260608528604,92.0264650356979,0.1407662215027654
321,N1,LRP270a,Box Culvert,GASBAREA BOX CULVERT,A,14.0,273.878,22.2222719897959,92.0273785979591,0.1407662215027654
322,N1,LRP271a,Box Culvert,GASBAREA COLLEGE BOX CULVERT,A,9.2,274.66,22.2155873504854,92.0290230394174,0.1407662215027654
323,N1,LRP272a,RCC Girder Bridge,MAZAR POINT BRIDGE,C,50.4,275.943,22.2071026538461,92.03633246993,0.1488866249454228
325,N1,LRP272c,Box Culvert,KHOLGHAR CUL,B,9.2,276.281,22.2049837597806,92.0383312340036,0.1488866249454228
326,N1,LRP276a,Box Culvert,NOYARHAT,B,12.3,280.299,22.1739178955307,92.0532925435754,0.1488866249454228
327,N1,LRP279a,RCC Girder Bridge,Sangu Bridge,B,211.0,282.994,22.1586272806451,92.0682063096774,0.1488866249454228
329,N1,LRP280a,Box Culvert,KATGOR CULVERT,A,9.2,284.134,22.1498523145631,92.0696330718446,0.1488866249454228
330,N1,LRP282a,Box Culvert,MOULOVER DOKAN,A,12.4,285.58,22.1369522329341,92.0699301281437,0.1488866249454228
331,N1,LRP282c,Box Culvert,PATATR PULL CULVERT,A,15.4,286.08,22.1325208428571,92.0701565366459,0.1488866249454228
332,N1,LRP282e,PC Girder Bridge,Pathanerpul Bridge,A,33.65,286.378,22.1299160285714,92.0706024714285,0.1488866249454228
334,N1,LRP283a,RCC Girder Bridge,Noyakhalar Muk Bridge,A,27.9,286.631,22.1277338010309,92.0710012276288,0.1488866249454228
336,N1,LRP283c,Box Culvert,NOYAKHALARMUK,A,15.4,287.144,22.1230775989717,92.071701048329,0.1488866249454228
337,N1,LRP283d,Box Culvert,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,A,20.4,287.487,22.1204875006655,92.0719705134775,0.1488866249454228
338,N1,LRP284a,Box Culvert,KARANERHAT CULVERT,A,5.0,288.329,22.1133524851063,92.0726869042553,0.1488866249454228
339,N1,LRP286b,Box Culvert,KARANERHAT CULVERT,A,7.2,289.889,22.09827857,92.074800422,0.1488866249454228
340,N1,LRP287a,Box Culvert,KOACHIA(MADARBHI),A,11.2,290.719,22.0935775004504,92.0805047995495,0.1488866249454228
341,N1,LRP288a,Box Culvert,MITADIGI ACADEMY,A,2.0,292.426,22.0840668315789,92.093196937799,0.1488866249454228
342,N1,LRP289a,Box Culvert,MITADIGI,A,12.6,293.134,22.080520608,92.0984855314285,0.1488866249454228
343,N1,LRP291a,PC Girder Bridge,RAJGHATA BRIDGE,A,30.3,294.534,22.0695600813559,92.1042754237288,0.1488866249454228
345,N1,LRP291c,Box Culvert,THAKUR DIGI BOX CULVERT,A,2.0,294.77,22.0679099558303,92.1055530035335,0.1488866249454228
346,N1,LRP291d,RCC Girder Bridge,Khoria Nagar Bridge,A,38.5,295.295,22.0637567157894,92.1071061094736,0.1488866249454228
348,N1,LRP292a,Box Culvert,NOYA PARA BOX CULVERT,A,2.5,295.625,22.06088615,92.10773337,0.1488866249454228
349,N1,LRP292b,Box Culvert,PODUA NOYA PARA BOX CULVERT,A,8.2,296.135,22.0565051155339,92.1090854592233,0.1488866249454228
350,N1,LRP293a,Box Culvert,PODUA BAZAR BOX CULVERT,A,12.6,296.647,22.0519296419354,92.1090613887096,0.1488866249454228
351,N1,LRP293c,Box Culvert,PODUA BAZAR BOX CULVERT,A,6.0,297.034,22.0483713234624,92.1081938519362,0.1488866249454228
352,N1,LRP294a,Box Culvert,BARO AWLIA(R),A,13.64,297.569,22.0440962566176,92.1070629529411,0.2868573239325042
353,N1,LRP294c,Box Culvert,TALOCKDNR PARA BOX CULVERT,A,2.5,298.405,22.0375898525773,92.1039891092783,0.2868573239325042
355,N1,LRP295a,Box Culvert,AMIRABAD BOX CULVERT,A,2.5,299.057,22.031864884656,92.1041246666666,0.2868573239325042
356,N1,LRP295b,PC Girder Bridge,Amirabad Bridge,A,68.8,299.434,22.0287013636363,92.1034293272727,0.2868573239325042
358,N1,LRP296a,Box Culvert,AMIRABAD LOHAGOR BOX CULVERT,A,2.0,299.756,22.0260045474972,92.1026967443826,0.2868573239325042
359,N1,LRP296b,Box Culvert,AMIRABAD LOHAGORA BOX CULVERT,A,10.0,300.406,22.0204980278439,92.1014277681473,0.2868573239325042
360,N1,LRP298a,Box Culvert,LOHAGORA L.S BOX CULVERT,A,3.0,302.237,22.0078200503225,92.0927765812903,0.2868573239325042
361,N1,LRP299a,Box Culvert,DIGIRPARK BOX CULVERT,A,12.6,302.729,22.0041726139784,92.0905686346236,0.2868573239325042
362,N1,LRP299c,Box Culvert,DIGIRPAR BOX CULVERT,A,6.2,303.237,22.00042964,92.0883193766666,0.2868573239325042
363,N1,LRP300a,Box Culvert,ZADUNAGOR FILLING BOX CULVERT,A,3.0,303.782,21.9958359641681,92.0874589126142,0.2868573239325042
364,N1,LRP300b,Box Culvert,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,A,12.4,303.793,21.9957410021937,92.0874460645338,0.2868573239325042
365,N1,LRP300d,PC Girder Bridge,Khasmahal Bridge,A,58.5,304.217,21.9922334387096,92.0863582073732,0.2868573239325042
367,N1,LRP301a,Box Culvert,ZADUNAGOR BUS STATION BOX CULVERT,A,14.2,304.449,21.990280244375,92.08568596625,0.2868573239325042
368,N1,LRP301b,PC Girder Bridge,Aadunagor bridge,A,24.2,304.857,21.9870408741379,92.0839943655172,0.2868573239325042
370,N1,LRP302a,PC Girder Bridge,HATIAR PULL PC GIDER BRIDGE,A,22.5,305.527,21.9819040437735,92.080773326415,0.2868573239325042
372,N1,LRP302c,Box Culvert,HATIAR PULL BOX CULVERT,A,18.7,305.794,21.9804623633858,92.0788716271653,0.2868573239325042
373,N1,LRP302e,Box Culvert,SHIX DAR PARA BOX CULVERT,A,3.5,306.139,21.979298574269,92.0758492263157,0.2868573239325042
374,N1,LRP303a,Box Culvert,MUSKAMPANI PARA BOX CULVERT,A,2.5,307.229,21.9738684029498,92.0683204789577,0.2868573239325042
375,N1,LRP304b,Box Culvert,AODU NAGOR (2) BOX CULVERT,A,1.5,307.981,21.9689581196808,92.0641501117021,0.2868573239325042
376,N1,LRP305a,RCC Girder Bridge,Rataykul Bridge,A,22.4,308.652,21.9622138572549,92.0633168764705,0.2868573239325042
378,N1,LRP305c,Box Culvert,BONPUKR PARA BOX CULVERT,A,8.2,309.038,21.9592401112903,92.0652791298387,0.2868573239325042
379,N1,LRP306a,Box Culvert,BON PUKUL PARA BOX CULVERT,A,3.0,309.355,21.9580321636363,92.0663932818182,0.2868573239325042
380,N1,LRP306b,RCC Girder Bridge,SANTI RCC GIDER BRIDGE,A,22.4,309.971,21.9520795406909,92.0678138084453,0.2868573239325042
382,N1,LRP307a,Box Culvert,SANTI BOX CULVERT,A,1.4,310.723,21.9453993720173,92.0669286609544,0.2868573239325042
383,N1,LRP308a,Box Culvert,BRICK FIELD BOX CULVERT,A,4.5,311.886,21.9360290154471,92.0625427235772,0.2868573239325042
384,N1,LRP308b,Box Culvert,BACK FILD BOX CULVERT,A,9.3,312.138,21.9339454415019,92.0616661541501,0.2868573239325042
385,N1,LRP309a,Box Culvert,AZIZNAGOR FOREST BOX CULVERT,A,4.5,312.354,21.9323086726114,92.0608009579617,0.2868573239325042
386,N1,LRP309b,Box Culvert,AZIZ NOGOR FOREST BOX CULVERT,A,4.7,312.609,21.93038125,92.0596840375,0.2868573239325042
387,N1,LRP310a,Box Culvert,AZIZNAGOR BOX CULVERT,A,2.0,313.947,21.9179119605128,92.0597362988034,0.2868573239325042
388,N1,LRP310b,Box Culvert,AZIZ NOGAR BOX CULVERT,A,3.0,314.144,21.9167591663366,92.0599899313531,0.2868573239325042
389,N1,LRP311a,Box Culvert,AZIZ NAGOR 1,A,4.0,314.502,21.9140727206278,92.0605472089686,0.2868573239325042
390,N1,LRP311b,Box Culvert,AZIZ NAGOR 2,A,9.2,315.009,21.909622912133,92.0605661266144,0.2868573239325042
391,N1,LRP313b,Box Culvert,HARBHANG CHOR,A,13.64,317.001,21.8910236519337,92.0597010756906,0.2868573239325042
392,N1,LRP314a,Box Culvert,GHOIL MARA BOX CULVERT,A,9.3,318.11,21.8812215213685,92.0590015447779,0.2868573239325042
393,N1,LRP315a,Box Culvert,HARBANG,A,3.0,318.796,21.8751197401574,92.0591098413385,0.2868573239325042
394,N1,LRP316a,Box Culvert,HARBANG,A,3.0,320.189,21.8628351415656,92.0594848712238,0.2868573239325042
395,N1,LRP317a,PC Girder Bridge,HARBANGCHORA,A,56.4,320.513,21.8599725797297,92.0601907085585,0.2868573239325042
397,N1,LRP318a,Box Culvert,ALIPUR BOX CULVERT,A,14.3,321.305,21.8529287900552,92.0609576198894,0.2868573239325042
398,N1,LRP318b,Box Culvert,HARBANG,A,2.1,321.536,21.8508595323144,92.0609491344978,0.2868573239325042
399,N1,LRP319a,Box Culvert,HAR BAG BOX CULVERT,A,4.5,322.5,21.8429700741784,92.0635984638497,0.2868573239325042
400,N1,LRP319b,Box Culvert,HAR BAG BOX CULVERT,A,3.0,322.823,21.8403935683229,92.0649325472049,0.2868573239325042
401,N1,LRP320a,Box Culvert,ATKOTA,A,15.8,323.619,21.8341033152866,92.0682735910828,0.2868573239325042
402,N1,LRP321a,Box Culvert,AKOTA BAZAR BOX CULVERT,A,7.3,324.331,21.8280258214285,92.0713035547619,0.17589845037916255
403,N1,LRP321b,RCC Girder Bridge,BODOI TOLA RCC GIDER BRIDGE,A,46.0,324.607,21.8257831806122,92.0723466282313,0.17589845037916255
405,N1,LRP321d,Box Culvert,BODAITALI BOX CULVERT,A,12.4,325.153,21.8211428750483,92.0740201388781,0.17589845037916255
406,N1,LRP322a,Box Culvert,BODOITOLI BOX CULVERT,A,14.0,325.49,21.8181692602209,92.0739442353591,0.17589845037916255
407,N1,LRP323b,Box Culvert,BANIYAR CHORA,A,14.0,327.312,21.8034238025641,92.0772322128205,0.17589845037916255
408,N1,LRP325a,Box Culvert,NOL BELA-1 BOX CULVERT,A,20.6,329.084,21.787854008387,92.0788540064516,0.17589845037916255
409,N1,LRP325c,Box Culvert,NOL BELA BOX CULVERT,A,21.0,329.181,21.786997484,92.0789493159999,0.17589845037916255
410,N1,LRP326a,Box Culvert,NOLBELA BOX CULVERT,B,14.2,329.499,21.7841953311111,92.0792425355555,0.17589845037916255
411,N1,LRP327a,Box Culvert,DIDDA BAZAR BOX CULVERT,A,15.7,330.931,21.7735339222222,92.0839144733333,0.17589845037916255
412,N1,LRP328a,PC Box,MATHAMUHURI BRIDGE,C,300.0,331.259,21.7715943354948,92.0821099546075,0.17589845037916255
414,N1,LRP331a,Box Culvert,BANDI BAZAR BOX CULVERT,B,9.3,335.192,21.7401466184971,92.0826243745664,0.12589672841939298
415,N1,LRP332a,Box Culvert,KUMARIKOOL BOX CULVERT,A,14.0,335.38,21.7385629191489,92.0831876319149,0.12589672841939298
416,N1,LRP332b,Box Culvert,PASIYAKALI BOX CULVERT,A,5.2,336.054,21.7326068595588,92.0837488330882,0.12589672841939298
417,N1,LRP332c,RCC Girder Bridge,PASIYAKALI (2),A,38.8,336.237,21.7309878314917,92.0838156441988,0.12589672841939298
419,N1,LRP333a,Box Culvert,HASIRUGIGI,A,12.6,337.019,21.7240739341074,92.083544148476,0.12589672841939298
420,N1,LRP335a,Box Culvert,CHOHAJANYA (1),A,12.8,338.859,21.7092513759013,92.0806750603415,0.162915548213917
421,N1,LRP336a,Box Culvert,CHOHAJANIYA (2),A,9.3,339.648,21.7028300370967,92.0786456251612,0.162915548213917
422,N1,LRP339a,RCC Girder Bridge,JASJARI BRIDGE,A,59.6,342.77,21.676279289928,92.0768074748201,0.162915548213917
424,N1,LRP339c,Box Culvert,DULAHAJARA (SAFARI PARK),A,14.0,343.243,21.6721049602836,92.0763992531915,0.162915548213917
425,N1,LRP340a,Box Culvert,DULAHAJARA CULVERT,A,3.5,344.209,21.6629404415143,92.075071645953,0.162915548213917
426,N1,LRP341a,PC Girder Bridge,DULAHAJAR BRIDGE,A,54.4,344.531,21.6600543017045,92.0751025664772,0.162915548213917
428,N1,LRP342a,PC Girder Bridge,BOYRAGIR KHIL,C,61.0,345.592,21.6508560658227,92.0735619202531,0.162915548213917
430,N1,LRP342c,Box Culvert,PAGOLARIBIL,A,4.5,345.911,21.6480847609561,92.0733292227091,0.162915548213917
431,N1,LRP345a,Box Culvert,KHUTAKHALI,B,1.45,349.092,21.6225351880109,92.0737034768392,0.162915548213917
432,N1,LRP346a,RCC Girder Bridge,Khutakhali Bazar Bridge,A,44.55,349.759,21.618376660401,92.0691713375939,0.162915548213917
434,N1,LRP347a,Box Culvert,FULCHARI (NEWPARA),A,7.0,350.674,21.6065189670012,92.0623070695106,0.162915548213917
435,N1,LRP347b,Box Culvert,FULCHARI (NEWPARA),A,5.2,350.99,21.6051753127979,92.0621198087829,0.162915548213917
436,N1,LRP348a,Box Culvert,FULCHARI CULVERT,A,9.3,351.628,21.5985935301507,92.061801241206,0.162915548213917
437,N1,LRP348b,Box Culvert,FULCHARI BAZAR,A,14.0,352.064,21.5960736973421,92.0614095408637,0.162915548213917
438,N1,LRP349a,Box Culvert,NAPITE KHALI CULVERT,A,1.4,352.641,21.5894309740196,92.0630313509804,0.162915548213917
439,N1,LRP349b,Box Culvert,NAPITE KHALI,C,4.5,353.162,21.5876028,92.0649047857142,0.162915548213917
440,N1,LRP350a,Box Culvert,EAST NAPITL KHAL BOX CULVERT,A,2.5,353.694,21.5830741250341,92.0657158465116,0.162915548213917
441,N1,LRP351a,Box Culvert,NAEK KHALI BOX CULVERT,A,12.4,354.739,21.5744075162901,92.0707446712247,0.162915548213917
442,N1,LRP352a,Box Culvert,KHODIA BARI PRIMARY BOX CULVERT,A,9.5,356.261,21.5623201688888,92.0698139251851,0.162915548213917
443,N1,LRP353a,Box Culvert,ISLAMABAD KHODIABARI BOX CULVERT,A,4.8,356.517,21.5603042595174,92.0691476,0.162915548213917
444,N1,LRP353b,Box Culvert,ISLAMABAD KHODIA BARI BOX CULVERT,A,7.0,356.631,21.5594892512064,92.0689481,0.162915548213917
445,N1,LRP354a,PC Girder Bridge,Eidgaon Bazar Bridge,A,46.0,357.264,21.5554256122448,92.0679503244898,0.162915548213917
447,N1,LRP354d,PC Girder Bridge,Goro Bazar Bridge,A,44.63,358.03,21.5470666065573,92.0668953754098,0.162915548213917
449,N1,LRP357a,Box Culvert,SHAT GOREA PARA BOX CULVERT,A,14.0,360.345,21.5255297395348,92.0653252244186,0.162915548213917
450,N1,LRP357c,Box Culvert,KALIRCHARA BOX CULVERT,A,8.0,360.551,21.5237332279069,92.0655747598837,0.162915548213917
451,N1,LRP357d,Box Culvert,KALIRCHARA BAZAR BOX CULVERT,A,15.4,360.89,21.5207709407407,92.0661440629629,0.162915548213917
452,N1,LRP357f,Box Culvert,KALIRCHAR,A,5.0,361.043,21.5195088091891,92.0666746302702,0.162915548213917
453,N1,LRP358a,Box Culvert,RASHIDNAGAR,A,3.0,361.751,21.5137419731132,92.069340890566,0.162915548213917
454,N1,LRP358b,Box Culvert,ROSHIDNAGAR CULVERT,A,2.5,362.168,21.5104396976562,92.0708606554687,0.162915548213917
455,N1,LRP359a,Box Culvert,DOLERCHARA CULVERT,A,7.5,362.691,21.5065069274647,92.0733026419014,0.162915548213917
456,N1,LRP359b,Box Culvert,DOLERCHARA CULVERT,A,12.4,362.889,21.5051319429577,92.0744452552816,0.162915548213917
457,N1,LRP360a,Box Culvert,ROSHIDNAGAR (2),A,14.0,364.056,21.4957534922651,92.0776785856353,0.162915548213917
458,N1,LRP360c,Box Culvert,"ROSHIDNAGAR U,R CULVERT",A,14.1,364.184,21.4948695143646,92.0783346952486,0.162915548213917
459,N1,LRP363b,Box Culvert,JOARIANALA CULVERT,A,7.2,366.98,21.4782130684357,92.0947151779329,0.162915548213917
460,N1,LRP364a,Box Culvert,JOARIANALA,A,14.0,367.362,21.4755164496,92.0967866511999,0.162915548213917
461,N1,LRP364c,Box Culvert,JORIANALA,A,3.0,367.6,21.4738446327586,92.0980125862068,0.162915548213917
465,N1,LRP365a,Box Culvert,JOARIANALA CULVERT,B,14.0,368.703,21.4655415307901,92.1026566882833,0.162915548213917
466,N1,LRP367a,Box Culvert,MITA CHARI BOX CULVERT,A,9.2,370.799,21.4505569351351,92.0994681432432,0.162915548213917
467,N1,LRP368a,Box Culvert,RAMU HOSPITAL GATE,A,1.5,371.64,21.4433865625,92.1012678785714,0.162915548213917
468,N1,LRP368c,PC Girder Bridge,Mitacmari Ramu Bridge,A,58.6,371.848,21.4418389714285,92.1007083571428,0.162915548213917
470,N1,LRP369a,Box Culvert,MARULA (WEST),A,3.0,372.43,21.4372009552325,92.0983672723837,0.162915548213917
471,N1,LRP369b,Box Culvert,MARULA BOX CULVERT,A,2.5,372.782,21.4342084624161,92.0972607067114,0.162915548213917
472,N1,LRP369c,Box Culvert,RAMU BRAC OFFICE,A,7.2,373.192,21.4308087593886,92.0961182921397,0.162915548213917
473,N1,LRP370a,Box Culvert,RAMU BY PASS MORE,A,3.5,373.424,21.4288400316455,92.0953913860759,0.162915548213917
474,N1,LRP370c,Box Culvert,RAMU MOUR BOX CULVDERT,A,12.8,373.598,21.4283515971831,92.0940714267605,0.162915548213917
475,N1,LRP370e,Box Culvert,ROMA CALLAGE BOX CULVERT,A,18.8,374.081,21.427895984,92.089450816,0.162915548213917
476,N1,LRP371a,Box Culvert,ROMA TECHIPUL,A,8.2,374.655,21.4271063768115,92.0840258231884,0.162915548213917
477,N1,LRP371c,Box Culvert,SAMBAR PUL CULVERT,A,7.4,375.035,21.4267747132812,92.0804427367187,0.162915548213917
478,N1,LRP372a,Box Culvert,CHAKMARKOOL,A,12.4,375.416,21.4264716,92.0767771,0.162915548213917
479,N1,LRP372c,Box Culvert,CHAKMAR KOOL BOX CULVERT,A,9.4,376.062,21.4273654498084,92.0708934808429,0.162915548213917
480,N1,LRP373a,Box Culvert,KHURUTIA BOX CULVERT,A,2.0,376.931,21.4271759977099,92.0634431893129,0.162915548213917
481,N1,LRP373b,Box Culvert,KHURULIA CULVERT,A,6.8,377.189,21.4273089357414,92.0610656669201,0.162915548213917
482,N1,LRP374a,Box Culvert,KHURULIA SCHOOL BOX CULVERT,A,16.6,377.519,21.4278354522255,92.0579673860534,0.162915548213917
483,N1,LRP374c,Box Culvert,KHURULIA SCHOOL BOX CULVERT,A,18.6,377.753,21.4280296848739,92.0557570361344,0.162915548213917
484,N1,LRP374e,Box Culvert,KHURULIA CHAIRMAN PARA BOX CULVERT,A,7.2,378.02,21.4280584948275,92.0532281715517,0.162915548213917
485,N1,LRP375a,RCC Girder Bridge,Sarkarpara Bridge,A,13.0,378.492,21.4275245,92.0486482172786,0.162915548213917
487,N1,LRP375c,Box Culvert,WEST DOVGE BOX CULVERT,A,10.9,379.004,21.4294452102564,92.0443807192307,0.162915548213917
488,N1,LRP376a,Box Culvert,MUKTAR KUL,A,9.2,379.504,21.4297884,92.0395945696,0.162915548213917
489,N1,LRP377a,RCC Girder Bridge,BAKKHALI BRIDGE,A,148.5,380.346,21.4294033629834,92.0318887491712,0.162915548213917
491,N1,LRP377c,Box Culvert,MOHURI RARA BOX,A,3.5,380.615,21.4303257834586,92.0296206984962,0.162915548213917
492,N1,LRP377d,Box Culvert,RABAR DAM BOX,A,10.3,380.759,21.4301539217391,92.0283434956521,0.162915548213917
493,N1,LRP377f,Box Culvert,LINK ROAD CULVERT,A,9.0,381.374,21.426498621044,92.0238834076672,0.162915548213917
494,N1,LRP378a,RCC Girder Bridge,BESIC AREA,C,4.5,381.985,21.423063061512,92.0267879589347,0.10584192439862543
495,N1,LRP378b,Steel Beam & RCC Slab,BASIC ARIA (1),C,11.3,382.055,21.4226721680412,92.0272924520618,0.10584192439862543
496,N1,LRP379a,Box Culvert,KAMBIR GONA,C,2.4,382.649,21.4194017834586,92.031682906015,0.10584192439862543
497,N1,LRP379b,Box Culvert,HAMBIR GONA (1),B,7.2,383.098,21.4170232427616,92.0347260730512,0.10584192439862543
498,N1,LRP379c,RCC Girder Bridge,HAMBIR GONA-(2),C,8.1,383.269,21.4161167631868,92.0359357093406,0.10584192439862543
499,N1,LRP380a,Box Culvert,KANAR PARA,A,10.9,383.632,21.4142599314893,92.0386736859574,0.10584192439862543
