road,lat,lon,model_type,road_to,condition,length,id,name
N1,22.4269716,91.7439997,link,,,1656,1000439,link 220
N1,22.4185549,91.7504722,bridge,,B,835,1000440,bridge 216
N1,22.4119167,91.7543611,link,,,1241,1000441,link 221
N1,22.4084167,91.7551389,bridge,,A,1,1000442,bridge 217
N1,22.40839921,91.75514358,link,,,1097,1000443,link 222
N1,22.3988608,91.7576667,bridge,,A,496,1000444,bridge 218
N1,22.3944997,91.7586944,link,,,772,1000445,link 223
N1,22.3921108,91.75925,bridge,,B,350,1000446,bridge 219
N1,22.39068025,91.759875,link,,,350,1000447,link 224
N1,22.3892497,91.7605,bridge,,A,372,1000448,bridge 220
N1,22.3861663,91.7618333,link,,,997,1000449,link 225
N1,22.3815271,91.7652222,bridge,,A,375,1000450,bridge 221
N1,22.379166,91.7675827,link,,,811,1000451,link 226
N1,22.3764716,91.770416,bridge,,A,563,1000452,bridge 222
N1,22.369166,91.7741938,link,,,10182,1000453,link 227
N1,22.393556,91.821584,intersection,,,100,1001687,intersection
N1,22.3632778,91.8514722,bridge,,A,830,1000454,bridge 223
N1,22.3561111,91.8531667,link,,,901,1000455,link 228
N1,22.3555,91.8530833,bridge,,A,929,1000456,bridge 224
N1,22.3473886,91.8519444,link,,,1478,1000457,link 229
N1,22.3427219,91.8531389,bridge,,A,450,1000458,bridge 225
N1,22.3387497,91.8534722,link,,,503,1000459,link 230
N1,22.33836249,91.85369559,bridge,,B,125,1000460,bridge 226
N1,22.33787554,91.85398669,link,,,125,1000461,link 231
N1,22.3373886,91.8542778,bridge,,C,822,1000462,bridge 227
N1,22.3314716,91.8515556,link,,,1031,1000463,link 232
N1,22.3297493,91.8521111,bridge,,B,790,1000464,bridge 228
N1,22.3228327,91.8535556,link,,,968,1000465,link 233
N1,22.3212771,91.8536111,bridge,,A,718,1000466,bridge 229
N1,22.31824965,91.8544722,link,,,718,1000467,link 234
N1,22.3152222,91.8553333,bridge,,A,44,1000468,bridge 230
N1,22.3148889,91.8553889,link,,,897,1000469,link 235
N1,22.30825,91.8589722,bridge,,A,146,1000470,bridge 231
N1,22.3071944,91.8598611,link,,,546,1000471,link 236
N1,22.3043056,91.8621667,bridge,,A,308,1000472,bridge 232
N1,22.30323615,91.86305555,link,,,308,1000473,link 237
N1,22.3021667,91.8639444,bridge,,B,293,1000474,bridge 233
N1,22.2998886,91.8655833,link,,,861,1000475,link 238
N1,22.2950274,91.8671938,bridge,,A,426,1000476,bridge 234
N1,22.2919441,91.8693327,link,,,647,1000477,link 239
N1,22.2916108,91.8711382,bridge,,A,447,1000478,bridge 235
N1,22.2925969,91.8729993,link,,,447,1000479,link 240
N1,22.293583,91.8748604,bridge,,A,262,1000480,bridge 236
N1,22.2941108,91.87597155,link,,,262,1000481,link 241
N1,22.2946386,91.8770827,bridge,,A,66,1000482,bridge 237
N1,22.2949163,91.877666,link,,,120,1000483,link 242
N1,22.2951108,91.8781104,bridge,,A,263,1000484,bridge 238
N1,22.2967497,91.8818467,link,,,263,1000485,link 243
N1,22.2983886,91.885583,bridge,,B,688,1000486,bridge 239
N1,22.2985552,91.886333,link,,,1861,1000487,link 244
N1,22.3015833,91.897333,bridge,,C,454,1000488,bridge 240
N1,22.3027222,91.9015556,link,,,557,1000489,link 245
N1,22.3029722,91.9025,bridge,,A,871,1000490,bridge 241
N1,22.3053611,91.9106389,link,,,1174,1000491,link 246
N1,22.3070556,91.9128056,bridge,,A,424,1000492,bridge 242
N1,22.3096944,91.91575,link,,,864,1000493,link 247
N1,22.3124722,91.9188327,bridge,,A,521,1000494,bridge 243
N1,22.31405555,91.920666,link,,,521,1000495,link 248
N1,22.3156389,91.9224993,bridge,,A,121,1000496,bridge 244
N1,22.3158889,91.9235827,link,,,1061,1000497,link 249
N1,22.3137778,91.9322216,bridge,,C,250,1000498,bridge 245
N1,22.31375,91.9345274,link,,,1867,1000499,link 250
N1,22.3098611,91.9477219,bridge,,B,392,1000500,bridge 246
N1,22.3067222,91.9491941,link,,,2318,1000501,link 251
N1,22.3010278,91.9641667,bridge,,A,74,1000502,bridge 247
N1,22.3009167,91.9648889,link,,,1641,1000503,link 252
N1,22.2956941,91.9787493,bridge,,A,166,1000504,bridge 248
N1,22.295333,91.9803049,link,,,638,1000505,link 253
N1,22.292083,91.9822493,bridge,,A,21,1000506,bridge 249
N1,22.291833,91.9823327,link,,,1096,1000507,link 254
N1,22.286583,91.9911108,bridge,,B,97,1000508,bridge 250
N1,22.2862497,91.9916941,link,,B,966,1000509,link 255
N1,22.2820549,91.9986663,bridge,,A,925,1000510,bridge 251
N1,22.2761938,92.0043889,link,,,1139,1000511,link 256
N1,22.2745827,92.0053056,bridge,,A,270,1000512,bridge 252
N1,22.273416,92.0054167,link,,,270,1000513,link 257
N1,22.2722493,92.0055278,bridge,,A,515,1000514,bridge 253
N1,22.2676104,92.0058056,link,,,1141,1000515,link 258
N1,22.2622222,92.0070556,bridge,,D,247,1000516,bridge 254
N1,22.26115275,92.0073056,link,,,247,1000517,link 259
N1,22.2600833,92.0075556,bridge,,B,125,1000518,bridge 255
N1,22.259,92.0081389,link,,,528,1000519,link 260
N1,22.2557222,92.0096111,bridge,,A,267,1000520,bridge 256
N1,22.25479165,92.01043055,link,,,267,1000521,link 261
N1,22.2538611,92.01125,bridge,,A,329,1000522,bridge 257
N1,22.2517222,92.0133333,link,,,672,1000523,link 262
N1,22.249333,92.0152778,bridge,,A,656,1000524,bridge 258
N1,22.2449997,92.019166,link,,,1259,1000525,link 263
N1,22.2410552,92.0215271,bridge,,B,478,1000526,bridge 259
N1,22.23912465,92.022291,link,,,478,1000527,link 264
N1,22.2371941,92.0230549,bridge,,A,139,1000528,bridge 260
N1,22.236083,92.0234716,link,,,524,1000529,link 265
N1,22.2327771,92.0245549,bridge,,B,178,1000530,bridge 261
N1,22.23223545,92.02472155,link,,,178,1000531,link 266
N1,22.2316938,92.0248882,bridge,,A,230,1000532,bridge 262
N1,22.227916,92.0258882,link,,,242,1000533,link 267
N1,22.2278882,92.025916,bridge,,C,449,1000534,bridge 263
N1,22.22595765,92.02649935,link,,,449,1000535,link 268
N1,22.2240271,92.0270827,bridge,,A,538,1000536,bridge 264
N1,22.2192493,92.0278882,link,,,786,1000537,link 269
N1,22.2170549,92.0281382,bridge,,A,515,1000538,bridge 265
N1,22.2131389,92.0304993,link,,,1294,1000539,link 270
N1,22.2084444,92.0356663,bridge,,B,340,1000540,bridge 266
N1,22.2071944,92.03634685,link,,,340,1000541,link 271
N1,22.2059444,92.0370274,bridge,,A,117,1000542,bridge 267
N1,22.2054167,92.0380274,link,,,4058,1000543,link 272
N1,22.1750827,92.0528611,bridge,,A,178,1000544,bridge 268
N1,22.1735827,92.0534167,link,,,2693,1000545,link 273
N1,22.1596667,92.0674716,bridge,,A,485,1000546,bridge 269
N1,22.156,92.0701104,link,,,1149,1000547,link 274
N1,22.1509722,92.0696938,bridge,,A,215,1000548,bridge 270
N1,22.1491386,92.0696104,link,,,1468,1000549,link 275
N1,22.1379163,92.0698882,bridge,,A,501,1000550,bridge 271
N1,22.1356802,92.06998545,link,,,501,1000551,link 276
N1,22.1334441,92.0700827,bridge,,C,161,1000552,bridge 272
N1,22.1320549,92.0701938,link,,,279,1000553,link 277
N1,22.1308049,92.070416,bridge,,C,285,1000554,bridge 273
N1,22.129666,92.0706382,link,,,285,1000555,link 278
N1,22.1285271,92.0708604,bridge,,A,515,1000556,bridge 274
N1,22.1240271,92.0715827,link,,,526,1000557,link 279
N1,22.123666,92.0716382,bridge,,A,388,1000558,bridge 275
N1,22.12223545,92.071791,link,,,388,1000559,link 280
N1,22.1208049,92.0719438,bridge,,B,600,1000560,bridge 276
N1,22.1151944,92.072416,link,,,883,1000561,link 281
N1,22.1133056,92.0726938,bridge,,A,717,1000562,bridge 277
N1,22.1062222,92.0738049,link,,,1387,1000563,link 282
N1,22.0993052,92.0743604,bridge,,A,250,1000564,bridge 278
N1,22.0977497,92.0750271,link,,A,891,1000565,link 283
N1,22.0942219,92.0798604,bridge,,A,222,1000566,bridge 279
N1,22.092833,92.0812493,link,,,1723,1000567,link 284
N1,22.0844441,92.0924997,bridge,,A,418,1000568,bridge 280
N1,22.0826104,92.0958886,link,,,718,1000569,link 285
N1,22.081166,92.0982774,bridge,,A,699,1000570,bridge 281
N1,22.0752216,92.1001944,link,,,1403,1000571,link 286
N1,22.0699438,92.1038333,bridge,,A,210,1000572,bridge 282
N1,22.0686938,92.10525,link,,,776,1000573,link 287
N1,22.0641667,92.107,bridge,,A,425,1000574,bridge 283
N1,22.06236115,92.1074028,link,,,425,1000575,link 288
N1,22.0605556,92.1078056,bridge,,A,9,1000576,bridge 284
N1,22.0604722,92.1078611,link,,,432,1000577,link 289
N1,22.0568611,92.1090833,bridge,,A,514,1000578,bridge 285
N1,22.05456945,92.1090972,link,,,514,1000579,link 290
N1,22.0522778,92.1091111,bridge,,A,62,1000580,bridge 286
N1,22.0516944,92.1090278,link,,,391,1000581,link 291
N1,22.0486386,92.1082222,bridge,,A,438,1000582,bridge 287
N1,22.0449719,92.1078333,link,,A,533,1000583,link 292
N1,22.0443052,92.1073056,bridge,,A,136,1000584,bridge 288
N1,22.0434441,92.1063056,link,,,831,1000585,link 293
N1,22.0379163,92.104,bridge,,A,96,1000586,bridge 289
N1,22.037083,92.1039722,link,,,663,1000587,link 294
N1,22.0320827,92.1041667,bridge,,A,377,1000588,bridge 290
N1,22.03049935,92.10386115,link,,,377,1000589,link 295
N1,22.028916,92.1035556,bridge,,B,55,1000590,bridge 291
N1,22.0284438,92.1032778,link,,,74,1000591,link 296
N1,22.0283327,92.1031944,bridge,,B,899,1000592,bridge 292
N1,22.020666,92.1015556,link,,,913,1000593,link 297
N1,22.0205549,92.1015,bridge,,A,923,1000594,bridge 293
N1,22.0153056,92.094833,link,,,1853,1000595,link 298
N1,22.0077222,92.0927497,bridge,,A,48,1000596,bridge 294
N1,22.0074167,92.0924997,link,,,513,1000597,link 299
N1,22.0039167,92.0904163,bridge,,A,540,1000598,bridge 295
N1,22.0019304,92.08922185,link,,,540,1000599,link 300
N1,21.9999441,92.0880274,bridge,,A,16,1000600,bridge 296
N1,21.999833,92.0879997,link,,,562,1000601,link 301
N1,21.9951108,92.0873608,bridge,,A,16,1000602,bridge 297
N1,21.995083,92.0873191,link,,,16,1000603,link 302
N1,21.9950552,92.0872774,bridge,,A,434,1000604,bridge 298
N1,21.9932219,92.0866802,link,,,434,1000605,link 303
N1,21.9913886,92.086083,bridge,,A,79,1000606,bridge 299
N1,21.9907219,92.0858608,link,,,238,1000607,link 304
N1,21.9893886,92.085333,bridge,,A,406,1000608,bridge 300
N1,21.98780525,92.0844302,link,,,406,1000609,link 305
N1,21.9862219,92.0835274,bridge,,A,413,1000610,bridge 301
N1,21.9829716,92.0817771,link,,,677,1000611,link 306
N1,21.9811104,92.0800271,bridge,,A,278,1000612,bridge 302
N1,21.9804993,92.0789299,link,,,278,1000613,link 307
N1,21.9798882,92.0778327,bridge,,D,342,1000614,bridge 303
N1,21.9794299,92.076291,link,,,342,1000615,link 308
N1,21.9789716,92.0747493,bridge,,C,132,1000616,bridge 304
N1,21.9781104,92.0739993,link,,,1884,1000617,link 309
N1,21.967666,92.0635,bridge,,C,264,1000618,bridge 305
N1,21.9654167,92.0625556,link,,,519,1000619,link 310
N1,21.9620278,92.0633611,bridge,,A,393,1000620,bridge 306
N1,21.96055555,92.064375,link,,,393,1000621,link 311
N1,21.9590833,92.0653889,bridge,,A,351,1000622,bridge 307
N1,21.9578333,92.0665833,link,,,436,1000623,link 312
N1,21.9569167,92.0673327,bridge,,A,521,1000624,bridge 308
N1,21.9542639,92.06759655,link,,,521,1000625,link 313
N1,21.9516111,92.0678604,bridge,,C,324,1000626,bridge 309
N1,21.9489441,92.0675271,link,,,785,1000627,link 314
N1,21.9446663,92.0668049,bridge,,A,538,1000628,bridge 310
N1,21.940583,92.0643889,link,,,1153,1000629,link 315
N1,21.9354441,92.0623056,bridge,,A,252,1000630,bridge 311
N1,21.93440245,92.06186115,link,,,252,1000631,link 316
N1,21.9333608,92.0614167,bridge,,A,156,1000632,bridge 312
N1,21.9322216,92.06075,link,,,235,1000633,link 317
N1,21.931666,92.0603611,bridge,,A,264,1000634,bridge 313
N1,21.9306382,92.05981945,link,,,264,1000635,link 318
N1,21.9296104,92.0592778,bridge,,A,672,1000636,bridge 314
N1,21.9235827,92.0585,link,,,1257,1000637,link 319
N1,21.9177216,92.0597778,bridge,,A,302,1000638,bridge 315
N1,21.91690245,92.05995835,link,,,302,1000639,link 320
N1,21.9160833,92.0601389,bridge,,A,146,1000640,bridge 316
N1,21.9148333,92.0604722,link,,,370,1000641,link 321
N1,21.9128611,92.0606667,bridge,,A,510,1000642,bridge 317
N1,21.910625,92.06059725,link,,,510,1000643,link 322
N1,21.9083889,92.0605278,bridge,,A,270,1000644,bridge 318
N1,21.9059444,92.0609167,link,,,1867,1000645,link 323
N1,21.8908886,92.0596667,bridge,,A,281,1000646,bridge 319
N1,21.8883886,92.0600833,link,,,1115,1000647,link 324
N1,21.8810271,92.0589722,bridge,,A,178,1000648,bridge 320
N1,21.879416,92.0590833,link,,,687,1000649,link 325
N1,21.874916,92.0591111,bridge,,B,500,1000650,bridge 321
N1,21.8704993,92.0591389,link,,,1407,1000651,link 326
N1,21.8625,92.0595,bridge,,B,93,1000652,bridge 322
N1,21.8616389,92.0596111,link,,,314,1000653,link 327
N1,21.8597222,92.0602778,bridge,,A,783,1000654,bridge 323
N1,21.85275,92.0609722,link,,,804,1000655,link 328
N1,21.8526111,92.0609722,bridge,,B,228,1000656,bridge 324
N1,21.85155555,92.0609583,link,,,228,1000657,link 329
N1,21.8505,92.0609444,bridge,,A,764,1000658,bridge 325
N1,21.8441386,92.0628056,link,,,978,1000659,link 330
N1,21.842583,92.0638611,bridge,,A,322,1000660,bridge 326
N1,21.84127745,92.0645,link,,,322,1000661,link 331
N1,21.8399719,92.0651389,bridge,,C,482,1000662,bridge 327
N1,21.8363052,92.067416,link,,,795,1000663,link 332
N1,21.8336663,92.0684438,bridge,,C,170,1000664,bridge 328
N1,21.8322216,92.0689993,link,,,947,1000665,link 333
N1,21.8256938,92.0723882,bridge,,D,564,1000666,bridge 329
N1,21.823291,92.0732493,link,,,564,1000667,link 334
N1,21.8208882,92.0741104,bridge,,B,149,1000668,bridge 330
N1,21.8195271,92.0741382,link,,,329,1000669,link 335
N1,21.8179716,92.073916,bridge,,A,831,1000670,bridge 331
N1,21.8119444,92.0776382,link,,,1831,1000671,link 336
N1,21.8031389,92.0772493,bridge,,A,25,1000672,bridge 332
N1,21.8029167,92.0772771,link,,,1793,1000673,link 337
N1,21.7873886,92.0788882,bridge,,A,100,1000674,bridge 333
N1,21.78694415,92.07895765,link,,,100,1000675,link 338
N1,21.7864997,92.0790271,bridge,,B,137,1000676,bridge 334
N1,21.7853052,92.079166,link,,,317,1000677,link 339
N1,21.7836941,92.0792771,bridge,,A,819,1000678,bridge 335
N1,21.7782493,92.0840552,link,,,899,1000679,link 340
N1,21.7776382,92.0843886,bridge,,A,224,1000680,bridge 336
N1,21.77672155,92.0847497,link,,,224,1000681,link 341
N1,21.7758049,92.0851108,bridge,,C,195,1000682,bridge 337
N1,21.7737216,92.0840552,link,,,330,1000683,link 342
N1,21.7732771,92.0837219,bridge,,A,293,1000684,bridge 338
N1,21.7713049,92.0818327,link,,,317,1000685,link 343
N1,21.7711938,92.0816382,bridge,,A,739,1000686,bridge 339
N1,21.7664722,92.0767771,link,,,3971,1000687,link 344
N1,21.7392497,92.0828604,bridge,,A,140,1000688,bridge 340
N1,21.738083,92.0834163,link,,,191,1000689,link 345
N1,21.7376386,92.0834719,bridge,,A,680,1000690,bridge 341
N1,21.73461065,92.08363855,link,,,680,1000691,link 346
N1,21.7315827,92.0838052,bridge,,C,181,1000692,bridge 342
N1,21.730791,92.0838191,link,,,181,1000693,link 347
N1,21.7299993,92.083833,bridge,,B,108,1000694,bridge 343
N1,21.7290271,92.0838608,link,,,796,1000695,link 348
N1,21.7229438,92.0834719,bridge,,C,163,1000696,bridge 344
N1,21.7215549,92.0830827,link,,,730,1000697,link 349
N1,21.7169438,92.0824993,bridge,,C,612,1000698,bridge 345
N1,21.7120833,92.0821104,link,,,1139,1000699,link 350
N1,21.7080278,92.0800549,bridge,,C,489,1000700,bridge 346
N1,21.7040556,92.0788604,link,,,799,1000701,link 351
N1,21.7013611,92.0783882,bridge,,C,697,1000702,bridge 347
N1,21.6957497,92.0805827,link,,,3127,1000703,link 352
N1,21.6747493,92.0766104,bridge,,A,484,1000704,bridge 348
N1,21.67259655,92.07644375,link,,,484,1000705,link 353
N1,21.6704438,92.0762771,bridge,,B,34,1000706,bridge 349
N1,21.6695549,92.0760549,link,,,896,1000707,link 354
N1,21.6618889,92.074916,bridge,,A,143,1000708,bridge 350
N1,21.6606111,92.0750827,link,,,319,1000709,link 355
N1,21.6590556,92.0751382,bridge,,A,839,1000710,bridge 351
N1,21.6518056,92.0737771,link,,,1076,1000711,link 356
N1,21.6497219,92.0733049,bridge,,A,79,1000712,bridge 352
N1,21.64940245,92.0733049,link,,,79,1000713,link 357
N1,21.649083,92.0733049,bridge,,A,251,1000714,bridge 353
N1,21.6479441,92.07333265,link,,,251,1000715,link 358
N1,21.6468052,92.0733604,bridge,,B,447,1000716,bridge 354
N1,21.6428608,92.0732216,link,,,3226,1000717,link 359
N1,21.6213604,92.0724438,bridge,,A,266,1000718,bridge 355
N1,21.6197771,92.0705271,link,,,665,1000719,link 360
N1,21.617166,92.0679993,bridge,,A,109,1000720,bridge 356
N1,21.6150556,92.0667771,link,,,365,1000721,link 361
N1,21.61008683,92.06399479,bridge,,C,179,1000722,bridge 357
N1,21.60869621,92.06320575,link,,,179,1000723,link 362
N1,21.6073056,92.0624167,bridge,,A,797,1000724,bridge 358
N1,21.6039167,92.0619444,link,,,854,1000725,link 363
N1,21.60302951,92.06192054,bridge,,A,341,1000726,bridge 359
N1,21.6003757,92.06184917,link,,,341,1000727,link 364
N1,21.5977219,92.0617778,bridge,,A,601,1000728,bridge 360
N1,21.5951108,92.0611944,link,,,683,1000729,link 365
N1,21.59379884,92.06161871,bridge,,A,326,1000730,bridge 361
N1,21.59119092,92.06246215,link,,,326,1000731,link 366
N1,21.588583,92.0633056,bridge,,A,503,1000732,bridge 362
N1,21.5875274,92.0650278,link,,,603,1000733,link 367
N1,21.5861941,92.0650278,bridge,,A,168,1000734,bridge 363
N1,21.58551355,92.065125,link,,,168,1000735,link 368
N1,21.584833,92.0652222,bridge,,A,730,1000736,bridge 364
N1,21.5791938,92.0668049,link,,,860,1000737,link 369
N1,21.5769993,92.0697216,bridge,,A,840,1000738,bridge 365
N1,21.5717216,92.0718049,link,,,1534,1000739,link 370
N1,21.564,92.0702493,bridge,,A,326,1000740,bridge 366
N1,21.5629444,92.0700271,link,,,461,1000741,link 371
N1,21.5618056,92.0696382,bridge,,A,120,1000742,bridge 367
N1,21.56131945,92.06945765,link,,,120,1000743,link 372
N1,21.5608333,92.0692771,bridge,,B,746,1000744,bridge 368
N1,21.5555,92.0679716,link,,,942,1000745,link 373
N1,21.5553056,92.067916,bridge,,C,475,1000746,bridge 369
N1,21.55188875,92.06749935,link,,,475,1000747,link 374
N1,21.5484719,92.0670827,bridge,,A,228,1000748,bridge 370
N1,21.546583,92.0668327,link,,,2164,1000749,link 375
N1,21.5283049,92.0650833,bridge,,B,212,1000750,bridge 371
N1,21.52738825,92.06513885,link,,,212,1000751,link 376
N1,21.5264716,92.0651944,bridge,,A,343,1000752,bridge 372
N1,21.5249716,92.06540275,link,,,343,1000753,link 377
N1,21.5234716,92.0656111,bridge,,A,158,1000754,bridge 373
N1,21.52277715,92.0657361,link,,,158,1000755,link 378
N1,21.5220827,92.0658611,bridge,,A,161,1000756,bridge 374
N1,21.520666,92.0661667,link,,,716,1000757,link 379
N1,21.5161111,92.068166,bridge,,B,423,1000758,bridge 375
N1,21.51440275,92.0690132,link,,,423,1000759,link 380
N1,21.5126944,92.0698604,bridge,,A,27,1000760,bridge 376
N1,21.5125556,92.0699438,link,,,539,1000761,link 381
N1,21.5083889,92.0717493,bridge,,A,204,1000762,bridge 377
N1,21.50768055,92.07233265,link,,,204,1000763,link 382
N1,21.5069722,92.072916,bridge,,C,283,1000764,bridge 378
N1,21.505,92.0745549,link,,,1194,1000765,link 383
N1,21.4974719,92.0765549,bridge,,A,88,1000766,bridge 379
N1,21.4968608,92.0769438,link,,,137,1000767,link 384
N1,21.4964441,92.077166,bridge,,A,904,1000768,bridge 380
N1,21.4901941,92.0818049,link,,,2164,1000769,link 385
N1,21.4851386,92.091333,bridge,,A,700,1000770,bridge 381
N1,21.4793604,92.0938886,link,,,1057,1000771,link 386
N1,21.4767771,92.0957497,bridge,,A,250,1000772,bridge 382
N1,21.475916,92.096458,link,,,250,1000773,link 387
N1,21.4750549,92.0971663,bridge,,C,522,1000774,bridge 383
N1,21.4713604,92.0997497,link,,,543,1000775,link 388
N1,21.4712216,92.0998886,bridge,,A,593,1000776,bridge 384
N1,21.4689716,92.1011943,link,,,593,1000777,link 389
N1,21.4667216,92.1025,bridge,,B,367,1000778,bridge 385
N1,21.4635833,92.1029167,link,,,1716,1000779,link 390
N1,21.4545,92.10075,bridge,,A,421,1000780,bridge 386
N1,21.4528889,92.10009705,link,,,421,1000781,link 391
N1,21.4512778,92.0994441,bridge,,A,222,1000782,bridge 387
N1,21.4496108,92.0994997,link,,,877,1000783,link 392
N1,21.443833,92.1014167,bridge,,A,223,1000784,bridge 388
N1,21.44299965,92.1011389,link,,,223,1000785,link 393
N1,21.4421663,92.1008611,bridge,,B,118,1000786,bridge 389
N1,21.4413608,92.1003611,link,,,585,1000787,link 394
N1,21.4375552,92.0984997,bridge,,C,343,1000788,bridge 390
N1,21.4360691,92.09794415,link,,,343,1000789,link 395
N1,21.434583,92.0973886,bridge,,A,149,1000790,bridge 391
N1,21.4334441,92.0969997,link,,,433,1000791,link 396
N1,21.4310271,92.0961941,bridge,,C,229,1000792,bridge 392
N1,21.4300271,92.0958469,link,,,229,1000793,link 397
N1,21.4290271,92.0954997,bridge,,C,79,1000794,bridge 393
N1,21.4284993,92.0951941,link,,,192,1000795,link 398
N1,21.4283604,92.0941663,bridge,,A,283,1000796,bridge 394
N1,21.4281104,92.0914719,link,,,474,1000797,link 399
N1,21.427916,92.0896108,bridge,,C,586,1000798,bridge 395
N1,21.4275132,92.0868469,link,,,586,1000799,link 400
N1,21.4271104,92.084083,bridge,,C,206,1000800,bridge 396
N1,21.4269716,92.0821104,link,,,382,1000801,link 401
N1,21.4267771,92.0804716,bridge,,A,384,1000802,bridge 397
N1,21.42662435,92.07862435,link,,,384,1000803,link 402
N1,21.4264716,92.0767771,bridge,,A,403,1000804,bridge 398
N1,21.4267216,92.0730827,link,,,665,1000805,link 403
N1,21.427416,92.0707216,bridge,,B,738,1000806,bridge 399
N1,21.4276938,92.0643611,link,,,870,1000807,link 404
N1,21.4270827,92.0632778,bridge,,A,262,1000808,bridge 400
N1,21.4272077,92.06205555,link,,,262,1000809,link 405
N1,21.4273327,92.0608333,bridge,,A,336,1000810,bridge 401
N1,21.42761045,92.05925,link,,,336,1000811,link 406
N1,21.4278882,92.0576667,bridge,,D,237,1000812,bridge 402
N1,21.42797155,92.0565417,link,,,237,1000813,link 407
